app_id,name,slug,success,match_method,document_id,error
00805cbd-f046-43c0-856b-a32338dc8342,IXACT Contact CRM,ixact-contact-crm,True,Skipped - pricing data already exists (Matched by app_id),67db141600f5576d75706d8c,
43f7c434-f82f-4d80-a190-3a576e6c809c,Kanban Tool,kanbantool,True,Skipped - pricing data already exists (Matched by app_id),67db141600f5576d75706d8f,
d8fd0221-eb4d-4da5-861c-7a99b3b6c1cc,SimpleTexting,simpletexting,True,Skipped - pricing data already exists (Matched by app_id),67db019b00f5576d756e3169,
7c3f117b-e504-4a90-aeeb-768fed6cbc11,EmbedSocial,embedsocial,True,Skipped - pricing data already exists (Matched by app_id),67db141600f5576d75706d95,
7e83ece7-a250-468e-b9e2-e39ce0f623d6,Help Scout,help-scout,True,Skipped - pricing data already exists (Matched by app_id),67db019b00f5576d756e3176,
3182c10f-34a8-475a-81e0-ded3a8dc033d,G2 Crowd,g2-crowd,True,Skipped - pricing data already exists (Matched by app_id),67db10ef00f5576d75701b77,
c36ecac1-b342-462d-8fa3-4b68df0b1dbf,JobNimbus,jobnimbus,True,Skipped - pricing data already exists (Matched by app_id),67db02d100f5576d756e59f0,
d5e6bafc-35c1-48be-a12e-f835d3324622,CloudConvert,cloudconvert,True,Skipped - pricing data already exists (Matched by app_id),67db02d100f5576d756e59f1,
4c3c6ee1-5a60-415d-bf53-fb85627be3cd,EmailOctopus,emailoctopus,True,Skipped - pricing data already exists (Matched by app_id),67db02d100f5576d756e59ff,
6f8aa3ea-a270-4ad2-9d73-87461ffdc1a0,Attio,attio,True,Skipped - pricing data already exists (Matched by app_id),67db03e200f5576d756e7b4a,
3105761b-fcb0-4108-8b33-de8003db6adf,Productboard,productboard,True,Skipped - pricing data already exists (Matched by app_id),67db03e200f5576d756e7b57,
97db1102-8c43-43dd-abd0-1c8c8036699d,Teamwork,teamwork,True,Skipped - pricing data already exists (Matched by app_id),67db03e200f5576d756e7b58,
e199db6e-7da4-4488-9dd2-23bbe98a588b,BotConversa,botconversa,True,Skipped - pricing data already exists (Matched by app_id),67db03e200f5576d756e7b5c,
862570f2-77ba-475f-b54c-e9900af77ee1,Memberstack,memberstack,True,Skipped - pricing data already exists (Matched by app_id),67db052000f5576d756ea28c,
47263e9e-bf03-4499-8313-e0451c213ca2,Process Street,process-street,True,Skipped - pricing data already exists (Matched by app_id),67db052000f5576d756ea291,
e36444c2-0df7-4628-ad51-b6fe4a3888cb,eSignatures,esignatures,True,Skipped - pricing data already exists (Matched by app_id),67db052000f5576d756ea292,
c1aa86e5-9948-4109-a047-425d68aaa261,Odoo CRM,odoo,True,Skipped - pricing data already exists (Matched by app_id),67db052000f5576d756ea299,
02d481d1-a774-4dab-9dfe-bcfd45f964d9,SendFox,sendfox,True,Skipped - pricing data already exists (Matched by app_id),67db05e900f5576d756ebb90,
2124196b-c576-4f48-ba22-96b93fa42c13,WP All Export Pro,wp-all-export-pro,True,Skipped - pricing data already exists (Matched by app_id),67db085500f5576d756f0b9a,
eeadcf37-59e2-4c6a-a4b4-10ea77c4c2e8,SignWell,signwell,True,Skipped - pricing data already exists (Matched by app_id),67db0a4300f5576d756f4a6e,
8e188d41-449a-4b54-9398-00136fa12271,ClickBank,clickbank,True,Skipped - pricing data already exists (Matched by app_id),67db08e800f5576d756f1c92,
62f4b6db-014e-4f1c-80c1-20f94532b351,Booqable,booqable,True,Skipped - pricing data already exists (Matched by app_id),67db08e800f5576d756f1c9a,
f4a4616f-b379-4c22-a421-e5f60d2145dd,Landingi,landingi,True,Skipped - pricing data already exists (Matched by app_id),67db08e800f5576d756f1ca9,
cd747a10-6d99-4cad-8a6f-cbd3ab5392cf,FanBasis,fanbasis,True,Skipped - pricing data already exists (Matched by app_id),67db117a00f5576d75702b82,
0d81972a-90e8-42e8-8678-c8ea45971eed,Ecologi,ecologi,True,Skipped - pricing data already exists (Matched by app_id),67db11c100f5576d7570337a,
840dad5f-b64a-4293-8931-c96181181878,Convertri,convertri,True,Skipped - pricing data already exists (Matched by app_id),67db11c100f5576d7570337d,
8bfe2723-f9a3-4b05-9015-2f43d51df992,Float,float,True,Skipped - pricing data already exists (Matched by app_id),67db121600f5576d75703e49,
4a0cf6e4-a21b-4e98-913c-3ec8fbccaedc,Salestrekker,salestrekker,True,Skipped - pricing data already exists (Matched by app_id),67db12ff00f5576d75705975,
0b141124-b945-47de-be3b-14cce5e32902,SchoolMaker,schoolmaker,True,Skipped - pricing data already exists (Matched by app_id),67db125a00f5576d75704685,
17ebd4d5-c9cc-4c43-97ab-75b1652019d3,Nimble,nimble,True,Skipped - pricing data already exists (Matched by app_id),67db129a00f5576d75704e3d,
d8b0c2ac-a177-41c0-9fa3-cd9096465cdc,AdRoll,adroll,True,Skipped - pricing data already exists (Matched by app_id),67db136800f5576d757063cc,
828975c4-45cb-4c13-af69-4e44d217a8fd,Sonix,sonix,True,Skipped - pricing data already exists (Matched by app_id),67db12ff00f5576d75705973,
26176459-9068-4cce-83b1-3fd1800b3d59,Pushcut,pushcut,True,Skipped - pricing data already exists (Matched by app_id),67db12ff00f5576d7570597d,
0097c8ff-d5a8-4977-a3eb-cc6568b48a1e,Simplicate,simplicate,True,Skipped - pricing data already exists (Matched by app_id),67db12ff00f5576d75705981,
5539d92f-56d6-4bc1-a74d-00e08499b05e,Stripe,stripe,True,Skipped - pricing data already exists (Matched by app_id),67daea5900f5576d756b22a9,
6ede5be8-f455-490e-b033-701defa69e52,BookFunnel,bookfunnel,True,Skipped - pricing data already exists (Matched by app_id),67db133a00f5576d75706097,
3351e796-5928-4610-9acf-e9d95838f2b5,Discord,discord,True,Skipped - pricing data already exists (Matched by app_id),67daea5900f5576d756b22aa,
489121a9-7f8d-42bf-931e-85066dfca6cf,Pivotal Tracker,pivotal-tracker,True,Skipped - pricing data already exists (Matched by app_id),67db133a00f5576d7570609c,
f8f7e942-39b6-42ed-b7d3-7b7493cbf523,Gift Up!,gift-up,True,Skipped - pricing data already exists (Matched by app_id),67db133a00f5576d7570609d,
9e67310a-a6bb-4dcc-8055-0cd8694d6994,Google Docs,google-docs,True,Skipped - pricing data already exists (Matched by app_id),67daea5900f5576d756b22b4,
